,B cell,Dendritic,Endothelial,Fibroblast,Macrophage,Mast,T cell,myocyte,other,tumor
TCGA-CV-7097-11A,0.040732716335797135,0.037273606806984244,0.10333256003369118,0.10664772555237376,0.04948037063023038,0.04876108192785423,0.05107356643546417,0.4293084580234799,0.04801974367067161,0.08537017058345338
TCGA-CV-7429-01A,0.042504115324365446,0.03975964325641711,0.15314798062703297,0.22004172182909487,0.042736472201148984,0.041737928026059114,0.03767868355909546,0.039778523564901275,0.039186944033739395,0.3434279875781455
TCGA-H7-A6C4-01A,0.04404385678574758,0.037928070301260046,0.049650672389718126,0.045854016850874216,0.042190331688675746,0.04458512198484989,0.04579973965757993,0.05324295979849664,0.04193606659967653,0.5947691639431212
TCGA-BA-5153-01A,0.0451261236100207,0.043246698137282685,0.04319735844712663,0.13289462429198667,0.08422915556011924,0.05615948266413164,0.04014621229047166,0.04322454042293679,0.08758838560013646,0.42418741897578743
TCGA-BB-8596-01A,0.04257346489322324,0.04610317976295119,0.14080449802493888,0.2668097133183518,0.059313157113634454,0.03711411185860611,0.051089650073334436,0.04069148640610901,0.048574197625098466,0.2669265409237524
TCGA-CR-7369-01A,0.04022012373766462,0.041284067026949416,0.04805158234609244,0.03846891186537219,0.038881007096861805,0.04745535426591383,0.04169964254181298,0.04131300210329798,0.04307284187693861,0.6195534671390962
TCGA-CQ-7071-01A,0.043257169440271845,0.04145415573794653,0.0475138463489389,0.08494022113267591,0.0414887629326938,0.04583872975835717,0.04295913059027579,0.04476810008370213,0.03526974072117552,0.5725101432539623
TCGA-BA-A6DB-01A,0.046606113074623666,0.04987157449130684,0.05284387693385808,0.17230867035737585,0.04826215897953904,0.048483734848685504,0.04622538434860647,0.09782842571728834,0.04091588647847394,0.39665417477024223
TCGA-CV-A6K1-01A,0.04317158116271913,0.0426443609267489,0.04576024325818058,0.048119473168433596,0.045386719917239,0.03460923533272744,0.038978800023234346,0.04026689901893049,0.052849656849672584,0.6082130303421138
TCGA-MT-A51X-01A,0.04458494542120405,0.04227159913068645,0.048810263098175356,0.04149618236188112,0.041267001303258555,0.04416620366385012,0.04241667540412574,0.04188166384230918,0.0501583623957569,0.6029471033787526
