"","B.cell","Dendritic","Endothelial","Fibroblast","Macrophage","Mast","myocyte","other","T.cell","tumor"
"TCGA-CR-6473-01A",0.00119164030842254,0.00255306468947886,0.0140330892108128,0.0401391682613575,0.00389190642274179,8.66800526783004e-05,3.08223099467566e-05,0,0.00292706449692391,0.935146564247638
"TCGA-CN-A642-01A",0,0,0.0121706130615017,0.0305702584126683,0.093372203696301,0.000320421965389668,0.0158725405279751,0,0,0.847693962336164
"TCGA-BB-A6UO-01A",0,0,0.010202362808285,0.0343625451180727,0.00264592796521616,1.04282421251827e-05,0,0,0,0.952778735866301
"TCGA-DQ-7591-01A",0.00907149998659622,0.00428801421557107,0.0216027883314021,0.0204843617845141,0.186485271718968,1.42205712251541e-05,0.00411912296692378,0,0.0191602142436016,0.734774506181198
"TCGA-CR-7398-01A",0.000468390969349946,0,0.0129174516255314,0.0891499791877489,0.0196822334814031,0.0020853884662221,0.00233894649179774,0,0.00467359768983528,0.868684012088112
"TCGA-HD-8634-01A",0,0.000213180737457409,0.0120787673790389,0.0023129837854043,0.00170045805681215,0.000128057439456128,0.00199421918197131,0,0,0.98157233341986
"TCGA-CR-7372-01A",0.000544466628279703,0.00076010938068137,0.022435322851618,0.045728795458695,0.00421466449656612,0.000777384074403536,0.00659992423136614,0,0.000466915226997955,0.918472417651392
"TCGA-HD-8224-01A",0,0,0.0329990326624913,0.0618895283776266,0.0206282501622503,0.000325990296396936,0.333820954817576,0.0106702682340383,0,0.539665975449621
"TCGA-BA-4074-01A",0.000384413674258886,0.0002638156418748,0.0198346953753398,0.12275442482854,0.00781918461460145,1.24844444204954e-05,0.000979340475395653,0,0.00351608019104087,0.844435560754529
"TCGA-CV-6961-11A",0,0.000136739724778596,0.0140329152612583,0.0208630521638697,0.00341368474333318,0.000132692022937854,0.0211556893642117,0,0,0.940265226719611
"TCGA-BB-A5HZ-01A",0.00142022407249223,0,0.0153436907915427,0.0255113813648328,0,0.00018153908711243,0.000353767846632594,0.00122081363879601,0.00436992185465357,0.951598661343938
"TCGA-CQ-5332-01A",0.00112222971374177,0.000567996781252641,0.00813243119955416,0.0448602186241243,0.0141687452503591,0.000207644278027422,7.18128766943867e-05,0,0.00555445670898478,0.925314464567261
"TCGA-CR-7380-01A",0.00115440593826264,0,0.012995303792155,0.0566627508161548,0.00917194245191466,0.000495226324221563,0,0,0,0.919520370677291
