Mixture,Fibroblast,tumor,B cell,myocyte,other,Macrophage,Endothelial,T cell,Dendritic,Mast,P-value,Correlation,RMSE
TCGA-CV-7435-01A,0.18541804329981,0.761587904601908,0,0.00357942893187623,0,0.0494146231664051,0,0,0,0,0,0.883351694515575,0.482018500767478
TCGA-UF-A7JT-01A,0.0358970816048781,0.855606410237143,0,0,0.00180975784994018,0.106686750308039,0,0,0,0,0,0.954096982097119,0.314904283353353
TCGA-QK-A6IF-01A,0.0675330544450548,0.574925577204589,0,0.000190311972411126,0.240989622946388,0.0965490801116436,0,0.0198123533199136,0,0,0,0.831150387749954,0.566574406407653
TCGA-QK-A6IJ-01A,0.00683507970771462,0.975953076886826,0,0.0027002455275614,0,0.0145115978778978,0,0,0,0,0,0.944328289148076,0.329490705000699
TCGA-CV-7248-01A,0.121950252786264,0.749303724760054,0.0147498866315458,0.000565140386773384,0.0678270330568541,0.0380460546166699,0.00232091298307848,0.00523699477875958,0,0,0,0.877548639238023,0.488142466843325
TCGA-CV-7101-11A,0.0160643208421,0.162824752688767,0,0.00056234698206541,0.820394116288852,0,0,0,0,0.000154463198216474,0.01,0.553609841841571,0.835312925854188
TCGA-H7-A6C4-11A,0.0422153383350775,0.34015955151403,0,0.606070712846064,0.00238708908932068,0.0054345081524528,0,0.00373280006305496,0,0,0,0.832127768483374,0.598601162403753
TCGA-CV-6942-01A,0.0672943188038485,0.875623051161292,0.00351669339604504,0,0,0.0534990232680444,0,0,0,6.69133707703616e-05,0,0.88890899895605,0.458525041745087
TCGA-RS-A6TP-01A,0.00241999755197033,0.898586468513126,0,0,0.0626398062084399,0.000569205991551916,0,0.03350621119734,0.00227831053757215,0,0,0.883761455987068,0.468799427836736
TCGA-CV-7091-11A,0.139180730558905,0.000832790989425395,0,0.805632984394839,0.0239439384894469,0.0132711539437642,0.0171384016236204,0,0,0,0,0.807328933249396,0.6054548615401
TCGA-D6-A6EM-01A,0.0150193887825966,0.800704715528212,0.000697321034540568,0.116992302952666,0,0.0665739239321493,0,0,0,1.23477698355311e-05,0,0.95577351987372,0.333124300413133
TCGA-CV-7101-01A,0.0480823344398434,0.894178233761535,0.00515715581245541,0.000530067635540735,0,0.0520522083506254,0,0,0,0,0,0.877744202287078,0.479106815141509
TCGA-CR-7371-01A,0.0719236139658811,0.680833215062937,0,0,0.201318561071287,0.0459246098998952,0,0,0,0,0,0.844994251189942,0.538374143409471
TCGA-CQ-5329-01A,0.125205050056923,0.719858508191043,0,0.00281152489175599,0,0.152124916860278,0,0,0,0,0,0.855211647270564,0.528686174067946
TCGA-H7-8502-01A,0.0554012553086796,0.91537674133122,0,0,0.0292220033601004,0,0,0,0,0,0,0.878593913112819,0.478511220281943
TCGA-CN-6989-01A,0.205108912252375,0.665979547889821,0,0.0107006575386085,0,0.118210882319196,0,0,0,0,0,0.864249829929664,0.528807716889516
TCGA-CN-5360-01A,0.116934747362155,0.648569352035781,9.51233996247025e-05,0.0221064317414782,0.029508379285118,0.182785966175843,0,0,0,0,0,0.85193649492077,0.543075880991465
TCGA-CV-7097-11A,0.225062232783409,0.0264678800886434,0.00282844347220772,0.421971674678821,0.245083029206912,0.0782402771593493,0,0,0,0.000346462610657181,0,0.825764947295298,0.680746347286979
TCGA-CV-7429-01A,0.153181395225981,0.680420964752745,0,0.00868844117557722,0.0548375316054203,0.0532382918014151,0.0496333754388612,0,0,0,0,0.763789450775994,0.645873801945986
TCGA-H7-A6C4-01A,0.0279080750970819,0.888366955380199,0,0.0831969004955885,0,0,0,0,0,0.000528069027130895,0,0.929619197596472,0.373461923189994
TCGA-BA-5153-01A,0.0798057313918813,0.677241412603215,0.00414385730568723,0,0.0650780012016305,0.173730997497586,0,0,0,0,0,0.62555577955157,0.788510748156179
TCGA-BB-8596-01A,0.179430874740344,0.443559374687776,0,0.00269760411047734,0.29906636755532,0.0752457789060826,0,0,0,0,0,0.861882715757623,0.556122527696033
TCGA-CR-7369-01A,0.0777040219547565,0.860728850640449,0,0,0.0554601599969808,0.00610696740781395,0,0,0,0,0,0.892376158188083,0.451661828694043
TCGA-CQ-7071-01A,0.0327793196270636,0.942472306867977,0,0,0,0.0247483735049593,0,0,0,0,0,0.8962247311404,0.44450761758855
TCGA-BA-A6DB-01A,0.0734453395902709,0.707357938324296,0,0.0994660533875247,0.0284229435397452,0.062101391249887,0.0102718892638581,0.0189344446444178,0,0,0,0.818427020898089,0.580333034628751
TCGA-CV-A6K1-01A,0.016521727814606,0.983478272185394,0,0,0,0,0,0,0,0,0,0.947248458798659,0.321087040974348
